Title,English_Title,Score,Genres,Type,Episodes,Status,Start_Date,End_Date,Premiered,Broadcast,Producers,Licensors,Studios,Source,Duration_Minutes,Rating,Popularity,Members,Favorites,Ranked
Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun,7.72,"Comedy, Demons, Supernatural, Fantasy, School, Shounen",TV,23,Finished Airing,10/5/2019,3/7/2020,Fall 2019,Saturdays at 17:35 (JST),"NHK, NHK Enterprises","None found, add some",Bandai Namco Pictures,Manga,23,PG-13 - Teens 13 or older,601,278235,2020,1001
Nanatsu no Taizai: Imashime no Fukkatsu,The Seven Deadly Sins: Revival of the Commandments,7.72,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",TV,24,Finished Airing,1/13/2018,6/30/2018,Winter 2018,Saturdays at 06:30 (JST),"Aniplex, Dentsu, Kodansha, Movic, Sammy","None found, add some",A-1 Pictures,Manga,24,PG-13 - Teens 13 or older,114,882301,3715,1002
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,,7.72,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",Special,1,Finished Airing,8/22/2015,,,,Fuji TV,Funimation,Toei Animation,Manga,106,PG-13 - Teens 13 or older,3145,31125,25,1003
One Punch Man: Road to Hero,,7.72,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",OVA,1,Finished Airing,12/4/2015,,,,"None found, add some","None found, add some",Madhouse,Web manga,24,R - 17+ (violence & profanity),628,264565,291,1004
Panty & Stocking with Garterbelt,,7.72,"Action, Comedy, Parody, Supernatural, Ecchi",TV,13,Finished Airing,10/2/2010,12/25/2010,Fall 2010,Unknown,"Kadokawa Shoten, Half H.P Studio, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG, Kadokawa Contents Gate",Funimation,Gainax,Original,23,R - 17+ (violence & profanity),508,316149,4433,1005
Princess Principal,,7.72,"Action, Mystery, Historical",TV,12,Finished Airing,7/9/2017,9/24/2017,Summer 2017,Sundays at 23:00 (JST),"Bandai Visual, Lantis, Movic, Tokyo MX, Q-Tec, Hakuhodo DY Music & Pictures, Medicos Entertainment",Sentai Filmworks,"Actas, Studio 3Hz",Original,25,R - 17+ (violence & profanity),988,169515,2113,1006
Seto no Hanayome,My Bride is a Mermaid,7.72,"Comedy, Parody, Romance, School, Shounen",TV,26,Finished Airing,4/2/2007,10/1/2007,Spring 2007,Mondays at 02:00 (JST),"TV Tokyo, Square Enix, Sotsu",Funimation,"Gonzo, AIC",Manga,24,PG-13 - Teens 13 or older,570,286987,2750,1007
Zhen Hun Jie,Rakshasa Street,7.72,"Action, Supernatural",ONA,24,Finished Airing,4/28/2016,10/20/2016,,,Yaoqi,"None found, add some",L²Studio,Manga,14,PG-13 - Teens 13 or older,3351,27663,128,1008
Mujin Wakusei Survive,,7.71,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",TV,52,Finished Airing,10/16/2003,10/28/2004,Fall 2003,Unknown,"None found, add some","None found, add some","Madhouse, Telecom Animation Film",Original,25,G - All Ages,3551,24510,254,1009
Nurarihyon no Mago OVA,,7.71,"Action, Demons, Shounen, Supernatural",OVA,2,Finished Airing,12/4/2012,3/4/2013,,,"None found, add some","None found, add some",Studio Deen,Manga,23,PG-13 - Teens 13 or older,3727,22255,20,1010
Ojamajo Doremi Na-i-sho,,7.71,"Comedy, Fantasy, Magic, Shoujo",OVA,13,Finished Airing,6/26/2004,12/11/2004,,,"None found, add some","None found, add some",Toei Animation,Unknown,25,G - All Ages,5525,8548,74,1011
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,One Piece: Baron Omatsuri and the Secret Island,7.71,"Adventure, Comedy, Fantasy, Shounen",Movie,1,Finished Airing,3/5/2005,,,,"Fuji TV, Fujipacific Music","None found, add some",Toei Animation,Manga,91,PG-13 - Teens 13 or older,1913,74342,232,1012
One Punch Man Specials,,7.71,"Action, Comedy, Parody, Sci-Fi, Super Power, Supernatural",Special,6,Finished Airing,12/24/2015,5/27/2016,,,"None found, add some",VIZ Media,Madhouse,Web manga,12,R - 17+ (violence & profanity),674,251048,286,1013
Soukou Kihei Votoms,Armored Trooper Votoms,7.71,"Action, Space, Mecha, Military, Drama, Sci-Fi",TV,52,Finished Airing,4/1/1983,3/23/1984,Spring 1983,Unknown,TV Tokyo,"Central Park Media, Maiden Japan",Sunrise,Original,25,PG-13 - Teens 13 or older,3947,19412,314,1014
Tong Ling Fei,,7.71,"Comedy, Historical, Drama, Romance",ONA,16,Finished Airing,11/30/2018,4/19/2019,,,Tencent Animation & Comics,"None found, add some",Haoliners Animation League,Web manga,20,PG-13 - Teens 13 or older,3536,24743,342,1015
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",,7.71,"Drama, Fantasy, Romance, Shoujo",OVA,1,Finished Airing,1/5/2016,,,,"None found, add some","None found, add some",Bones,Manga,24,PG-13 - Teens 13 or older,2105,64291,150,1016
"Ame wo Matsu,",,7.71,Music,Music,1,Finished Airing,6/30/2020,,,,Warner Music Japan,"None found, add some","None found, add some",Original,5,G - All Ages,8415,2806,12,1017
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,,7.71,"Action, Comedy, School, Shounen",ONA,8,Finished Airing,3/11/2016,5/20/2016,,,"None found, add some","None found, add some",Lerche,Manga,5,PG-13 - Teens 13 or older,2248,57593,164,1018
Binbougami ga!,Good Luck Girl!,7.71,"Comedy, Parody, Shounen, Supernatural",TV,13,Finished Airing,7/5/2012,9/27/2012,Summer 2012,Unknown,"TV Tokyo, Bandai Visual, Dentsu, Trinity Sound, Sony Music Entertainment, Studio Jack, Shueisha",Funimation,Sunrise,Manga,23,PG-13 - Teens 13 or older,819,204928,1109,1019
Crayon Shin-chan,Shin Chan,7.71,"Slice of Life, Comedy, Ecchi, School, Seinen",TV,Unknown,Currently Airing,4/13/1992,,Spring 1992,Fridays at 19:30 (JST),TV Asahi,Funimation,Shin-Ei Animation,Manga,21,PG - Children,2106,64096,877,1020
Doraemon (1979),Doraemon,7.71,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",TV,1787,Finished Airing,4/2/1979,3/18/2005,Spring 1979,Unknown,"TV Asahi, Asatsu DK","None found, add some",Shin-Ei Animation,Manga,11,PG - Children,2578,45264,401,1021
Dragon Ball Kai,Dragon Ball Z Kai,7.71,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,97,Finished Airing,4/5/2009,3/27/2011,Spring 2009,Sundays at 09:00 (JST),"None found, add some",Funimation,Toei Animation,Manga,23,PG-13 - Teens 13 or older,539,303192,2408,1022
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,Legend of the Galactic Heroes: Die Neue These,7.71,"Action, Drama, Military, Sci-Fi, Space",TV,12,Finished Airing,4/3/2018,6/26/2018,Spring 2018,Tuesdays at 21:00 (JST),Shochiku,Funimation,Production I.G,Novel,25,R - 17+ (violence & profanity),2032,67684,312,1023
Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,Girls & Panzer: This is the Real Anzio Battle!,7.71,"Military, Sports, School",OVA,1,Finished Airing,7/25/2014,,,,"None found, add some",Sentai Filmworks,Actas,Original,38,PG-13 - Teens 13 or older,2761,39091,49,1024
Go! Princess Precure,,7.71,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,50,Finished Airing,2/1/2015,1/31/2016,Winter 2015,Sundays at 08:30 (JST),"None found, add some","None found, add some",Toei Animation,Original,24,G - All Ages,4575,13736,263,1025
Hayate no Gotoku!!,Hayate the Combat Butler!!,7.71,"Action, Harem, Comedy, Parody, Romance, Shounen",TV,25,Finished Airing,4/4/2009,9/19/2009,Spring 2009,Saturdays at 01:23 (JST),"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment",Sentai Filmworks,J.C.Staff,Manga,24,PG-13 - Teens 13 or older,1498,104229,468,1026
Joshikousei no Mudazukai,Wasteful Days of High School Girl,7.71,"Comedy, School",TV,12,Finished Airing,7/5/2019,9/20/2019,Summer 2019,Fridays at 21:30 (JST),"AT-X, Kadokawa Media House, Kadokawa",Sentai Filmworks,Passione,Web manga,24,PG-13 - Teens 13 or older,1700,88962,501,1027
Kill la Kill Specials,,7.71,"Action, Comedy, Super Power, School",Special,2,Finished Airing,9/3/2014,,,,"Aniplex, Kadokawa Shoten",Aniplex of America,Trigger,Original,18,R - 17+ (violence & profanity),963,175144,244,1028
Kuroshitsuji,Black Butler,7.71,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",TV,24,Finished Airing,10/3/2008,3/27/2009,Fall 2008,Unknown,"Aniplex, Square Enix, Yomiko Advertising, Mainichi Broadcasting System, Movic, Trinity Sound","Funimation, Aniplex of America",A-1 Pictures,Manga,24,R - 17+ (violence & profanity),100,971412,20038,1029
Manga de Wakaru! Fate/Grand Order,,7.71,Comedy,Special,1,Finished Airing,12/31/2018,,,,"None found, add some","None found, add some",A-1 Pictures,Game,14,PG-13 - Teens 13 or older,4605,13484,41,1030
Mobile Suit Gundam Wing,,7.71,"Action, Military, Sci-Fi, Space, Drama, Mecha",TV,49,Finished Airing,4/7/1995,3/29/1996,Spring 1995,Fridays at 17:00 (JST),TV Asahi,Bandai Entertainment,Sunrise,Original,24,PG-13 - Teens 13 or older,1198,139770,2179,1031
BanG Dream! Garupa☆Pico: Oomori,,7.7,"Music, Comedy",ONA,26,Finished Airing,5/7/2020,10/29/2020,,,Cloud22,"None found, add some",SANZIGEN,Manga,3,PG-13 - Teens 13 or older,5863,7419,44,1032
Bishoujo Senshi Sailor Moon R: The Movie,Sailor Moon R: The Movie - The Promise of the Rose,7.7,"Drama, Magic, Romance, Shoujo",Movie,1,Finished Airing,12/5/1993,,,,"None found, add some",VIZ Media,Toei Animation,Manga,61,PG-13 - Teens 13 or older,2309,55437,181,1033
Bokura wa Minna Kawai-sou,The Kawai Complex Guide to Manors and Hostel Behavior,7.7,"Slice of Life, Comedy, Romance, School, Seinen",TV,12,Finished Airing,4/4/2014,6/20/2014,Spring 2014,Unknown,TBS,Sentai Filmworks,Brain's Base,Manga,24,PG-13 - Teens 13 or older,493,328363,1941,1034
Break Blade 6: Doukoku no Toride,Broken Blade 6,7.7,"Action, Military, Fantasy, Mecha, Shounen",Movie,1,Finished Airing,3/26/2011,,,,"None found, add some",Sentai Filmworks,"Production I.G, Xebec",Manga,52,R - 17+ (violence & profanity),2410,51293,29,1035
Change!! Getter Robo: Sekai Saigo no Hi,Getter Robo: Armageddon,7.7,"Action, Psychological, Adventure, Mecha, Sci-Fi, Horror, Shounen",OVA,13,Finished Airing,8/25/1998,5/25/1999,,,"Bandai Visual, Marubeni, Dynamic Planning","ADV Films, Discotek Media",Brain's Base,Unknown,25,R - 17+ (violence & profanity),4820,12082,264,1036
Death Note: Rewrite,Death Note: Relight,7.7,"Mystery, Police, Psychological, Supernatural, Thriller",Special,2,Finished Airing,8/31/2007,8/22/2008,,,Shueisha,VIZ Media,Madhouse,Manga,112,R - 17+ (violence & profanity),1003,167577,456,1037
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Durarara!! x2 Shou: My Heart Is in the Pattern of a Hot Pot,7.7,"Action, Mystery, Supernatural",Special,1,Finished Airing,7/22/2015,,,,"None found, add some",Aniplex of America,Shuka,Light novel,23,R - 17+ (violence & profanity),2238,58095,48,1038
Free! Movie 3: Road to the World - Yume,,7.7,"Slice of Life, Comedy, Sports, Drama, School",Movie,1,Finished Airing,7/5/2019,,,,"None found, add some","None found, add some",Kyoto Animation,Original,99,PG-13 - Teens 13 or older,3929,19686,33,1039
Gakkou no Kaidan,Ghost Stories,7.7,"Mystery, Horror, Supernatural",TV,19,Finished Airing,10/22/2000,3/25/2001,Fall 2000,Saturdays at 19:30 (JST),"Aniplex, Fuji TV","ADV Films, Discotek Media",Studio Pierrot,Original,24,PG-13 - Teens 13 or older,1185,143170,1290,1040
Ichigo Mashimaro OVA,Strawberry Marshmallow OVA,7.7,"Comedy, School, Slice of Life",OVA,3,Finished Airing,2/23/2007,4/25/2007,,,"None found, add some",Sentai Filmworks,Daume,4-koma manga,25,PG-13 - Teens 13 or older,3784,21552,20,1041
JoJo no Kimyou na Bouken: Phantom Blood,JoJo's Bizarre Adventure: Phantom Blood,7.7,"Action, Adventure, Horror, Shounen, Vampire",Movie,1,Finished Airing,2/17/2007,,,,Bandai,"None found, add some",APPP,Manga,90,R - 17+ (violence & profanity),2368,53306,511,1042
Junjou Romantica 3,Junjo Romantica 3,7.7,"Comedy, Drama, Romance, Shounen Ai",TV,12,Finished Airing,7/9/2015,9/24/2015,Summer 2015,Thursdays at 01:05 (JST),"Frontier Works, Lantis, Kadokawa Shoten, Romantica club !!",Funimation,Studio Deen,Manga,24,PG-13 - Teens 13 or older,1526,102351,449,1043
Kami nomi zo Shiru Sekai,The World God Only Knows,7.7,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,Finished Airing,10/7/2010,12/23/2010,Fall 2010,Thursdays at 01:50 (JST),"TV Tokyo, Geneon Universal Entertainment",Sentai Filmworks,Manglobe,Manga,23,PG-13 - Teens 13 or older,265,544761,5254,1044
Kami nomi zo Shiru Sekai: Tenri-hen,The World God Only Knows: Tenri Arc,7.7,"Comedy, Harem, Romance, Supernatural, Shounen",OVA,2,Finished Airing,10/18/2012,12/18/2012,,,"Geneon Universal Entertainment, Shogakukan",Sentai Filmworks,Manglobe,Manga,23,PG-13 - Teens 13 or older,1336,121526,100,1045
Kengan Ashura 2nd Season,,7.7,"Action, Martial Arts",ONA,12,Finished Airing,10/31/2019,,,"""Aishiden Issen (哀紫電一閃)"" by Omedetai Atama de Naniyori (オメでたい頭でなにより) (TV Broadcast)
""ASHURA"" by TAEYO (TV Broadcast)
""Born This Way (feat.YZERR & Vingo & Bark)"" by BAD HOP
""KING & ASHLEY"" by MY FIRST STORY","Nihon Ad Systems, Mainichi Broadcasting System, Pony Canyon, Shogakukan, KLab, Netflix, MAGNET","None found, add some",Larx Entertainment,Web manga,24,R - 17+ (violence & profanity),2193,60653,220,1046
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,,7.7,"Adventure, Drama, Fantasy",Movie,1,Finished Airing,4/21/2007,,,,"None found, add some","None found, add some",Shaft,Light novel,28,R - 17+ (violence & profanity),2633,43540,29,1047
Koutetsujou no Kabaneri Movie 3: Unato Kessen,Kabaneri of the Iron Fortress: The Battle of Unato,7.7,"Action, Horror, Supernatural, Drama, Fantasy",Movie,1,Finished Airing,5/10/2019,,,,"Aniplex, Dentsu, Fuji TV, Kansai Telecasting","None found, add some",Wit Studio,Original,82,R - 17+ (violence & profanity),1674,91947,213,1048
Macross F: Close Encounter - Deculture Edition,,7.7,"Action, Mecha, Military, Music, Sci-Fi, Space",Special,1,Finished Airing,12/23/2007,,,,"None found, add some","None found, add some",Satelight,Original,27,PG-13 - Teens 13 or older,4856,11776,7,1049
Nejimaki Seirei Senki: Tenkyou no Alderamin,Alderamin on the Sky,7.7,"Action, Adventure, Fantasy, Military",TV,13,Finished Airing,7/9/2016,10/1/2016,Summer 2016,Saturdays at 01:05 (JST),"Magic Capsule, Warner Bros. Japan, KlockWorx, ASCII Media Works, BS Fuji, Imagine","Funimation, Crunchyroll",Madhouse,Light novel,23,R - 17+ (violence & profanity),621,265032,1196,1050
Seikai no Senki,Banner of the Stars,7.7,"Action, Military, Romance, Sci-Fi, Space",TV,13,Finished Airing,4/14/2000,7/14/2000,Spring 2000,Unknown,"Bandai Visual, WOWOW","Funimation, Bandai Entertainment",Sunrise,Light novel,25,PG-13 - Teens 13 or older,3220,29606,247,1051
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,,7.7,"Comedy, Martial Arts, School, Shounen",TV,48,Finished Airing,1/5/1998,3/31/1998,Winter 1998,Unknown,"Madhouse, Bandai Visual, TBS","None found, add some",Magic Bus,Manga,8,R - 17+ (violence & profanity),4979,11056,126,1052
Shigatsu wa Kimi no Uso: Moments,,7.7,"Music, Shounen",OVA,1,Finished Airing,5/15/2015,,,,"None found, add some","None found, add some",A-1 Pictures,Manga,23,PG-13 - Teens 13 or older,1665,92489,134,1053
Shingeki no Kyojin: Chronicle,,7.7,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",Movie,1,Finished Airing,7/17/2020,,,,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise","None found, add some",Wit Studio,Manga,120,R - 17+ (violence & profanity),2179,61460,194,1054
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,7.7,"Sci-Fi, Drama, Romance, Fantasy",TV,12,Finished Airing,4/11/2017,6/27/2017,Spring 2017,Tuesdays at 23:30 (JST),"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Kadokawa Media House, Production Ace",Funimation,"Satelight, C2C",Light novel,24,PG-13 - Teens 13 or older,524,309549,3585,1055
Space Cobra,Space Adventure Cobra,7.7,"Action, Adventure, Sci-Fi, Space",TV,31,Finished Airing,10/7/1982,5/19/1983,Fall 1982,Unknown,Fuji TV,"Nozomi Entertainment, Discotek Media",Tokyo Movie Shinsha,Manga,24,R+ - Mild Nudity,4161,17447,204,1056
Taiyou no Ko Esteban,The Mysterious Cities of Gold,7.7,"Adventure, Historical, Sci-Fi",TV,39,Finished Airing,6/29/1982,6/7/1983,Summer 1982,Unknown,DiC Entertainment,"None found, add some",Studio Pierrot,Novel,27,PG-13 - Teens 13 or older,5090,10480,83,1057
Tenshi no Tamago,Angel's Egg,7.7,"Dementia, Drama, Fantasy",OVA,1,Finished Airing,12/22/1985,,,,Tokuma Shoten,Anchor Bay Films,Studio Deen,Original,71,PG-13 - Teens 13 or older,1515,103362,2227,1058
Toaru Kagaku no Railgun,A Certain Scientific Railgun,7.7,"Action, Sci-Fi, Super Power",TV,24,Finished Airing,10/3/2009,3/20/2010,Fall 2009,Saturdays at 01:30 (JST),"Geneon Universal Entertainment, Movic, AT-X, ASCII Media Works",Funimation,J.C.Staff,Manga,24,PG-13 - Teens 13 or older,303,506482,5076,1059
Turn A Gundam,∀ Gundam,7.7,"Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",TV,50,Finished Airing,4/9/1999,4/14/2000,Spring 1999,Fridays at 17:00 (JST),"Sotsu, Fuji TV",Nozomi Entertainment,"Sunrise, Nakamura Production",Original,24,PG-13 - Teens 13 or older,2802,38432,754,1060
Uchuu Kaizoku Captain Herlock,Space Pirate Captain Harlock,7.7,"Action, Sci-Fi, Adventure, Space, Drama, Seinen",TV,42,Finished Airing,3/14/1978,2/13/1979,Spring 1978,Tuesdays at Unknown,"Studio Nue, Harmony Gold",Discotek Media,Toei Animation,Manga,25,PG-13 - Teens 13 or older,3175,30450,262,1061
Pandora Hearts,,7.69,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,25,Finished Airing,4/3/2009,9/25/2009,Spring 2009,Fridays at 01:29 (JST),"Square Enix, TBS, flying DOG","NIS America, Inc.",Xebec,Manga,24,PG-13 - Teens 13 or older,414,381724,4849,1062
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,,7.69,"Adventure, Sci-Fi, Shounen",Special,2,Finished Airing,6/25/1905,,,,"None found, add some","None found, add some",Toei Animation,Unknown,54,PG-13 - Teens 13 or older,5388,9035,18,1063
Seikai no Senki III,,7.69,"Action, Military, Romance, Sci-Fi, Space",OVA,2,Finished Airing,8/6/2005,,,,Bandai Visual,Funimation,Sunrise,Light novel,37,PG-13 - Teens 13 or older,4313,16023,50,1064
Shin Mazinger Shougeki! Z-hen,Mazinger Edition Z: The Impact!,7.69,"Action, Super Power, Drama, Mecha, Shounen",TV,26,Finished Airing,4/4/2009,9/26/2009,Spring 2009,Unknown,"Lantis, Dynamic Planning",Discotek Media,"Bee Media, Code",Manga,23,R - 17+ (violence & profanity),4611,13394,137,1065
Tenkuu no Escaflowne,The Vision of Escaflowne,7.69,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,Finished Airing,4/2/1996,9/24/1996,Spring 1996,Tuesdays at 18:00 (JST),"TV Tokyo, Bandai Visual","Funimation, Bandai Entertainment",Sunrise,Original,24,PG-13 - Teens 13 or older,1254,133359,1892,1066
Tsuritama,,7.69,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12,Finished Airing,4/13/2012,6/29/2012,Spring 2012,Fridays at 01:15 (JST),"Aniplex, Dentsu, Fuji TV, Sakura Create",Sentai Filmworks,A-1 Pictures,Original,23,PG-13 - Teens 13 or older,1124,150586,2143,1067
Akage no Anne,Anne of Green Gables,7.69,"Slice of Life, Historical, Drama",TV,50,Finished Airing,1/7/1979,12/30/1979,Winter 1979,Sundays at 19:30 (JST),"None found, add some","None found, add some",Nippon Animation,Novel,25,G - All Ages,3572,24274,521,1068
Arslan Senki (TV),The Heroic Legend of Arslan,7.69,"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25,Finished Airing,4/5/2015,9/27/2015,Spring 2015,Sundays at 17:00 (JST),"Dentsu, Mainichi Broadcasting System, Kodansha, Magic Capsule, Ultra Super Pictures, Graphinica, NBCUniversal Entertainment Japan",Funimation,"SANZIGEN, LIDENFILMS",Manga,24,R - 17+ (violence & profanity),496,323944,1489,1069
Bishoujo Senshi Sailor Moon,Sailor Moon,7.69,"Demons, Magic, Romance, Shoujo",TV,46,Finished Airing,3/7/1992,2/27/1993,Spring 1992,Unknown,"TV Asahi, Toei Agency","ADV Films, VIZ Media, DiC Entertainment",Toei Animation,Manga,24,PG-13 - Teens 13 or older,529,307931,8203,1070
Bishoujo Senshi Sailor Moon R,Sailor Moon R,7.69,"Demons, Magic, Romance, Shoujo",TV,43,Finished Airing,3/6/1993,3/12/1994,Spring 1993,Unknown,"TV Asahi, Toei Agency","ADV Films, VIZ Media, DiC Entertainment",Toei Animation,Manga,24,PG-13 - Teens 13 or older,1268,131200,691,1071
